pmid	title	doi	journal	pub_year	cancer_type	modality	task_type	include_decision	exclusion_reason	probable_relevance_score
38777902	Standalone deep learning versus experts for diagnosis lung cancer on chest computed tomography: a systematic review.	10.1007/s00330-024-10804-6	European radiology	2024	lung	LDCT	diagnosis	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
28932985	Lung cancer screening with MRI: results of the first screening round.	10.1007/s00432-017-2521-4	Journal of cancer research and clinical oncology	2018	lung	LDCT	screening	True		0.8
40640822	Non-invasive identification of TKI-resistant NSCLC: a multi-model AI approach for predicting EGFR/TP53 co-mutations.	10.1186/s12890-025-03805-8	BMC pulmonary medicine	2025	lung	LDCT	diagnosis	True		0.6
41848489	Artificial Intelligence-Assisted Lung Nodule Evaluation on Low-Dose Chest CT in Asymptomatic Individuals: A Prospective Randomized Controlled Trial.	10.2214/AJR.26.34552	AJR. American journal of roentgenology	2026	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41083099	From image to report: automating lung cancer screening interpretation and reporting with vision-language models.	10.1016/j.jbi.2025.104931	Journal of biomedical informatics	2025	lung	LDCT	screening	True		1.0
41025216	Artificial Intelligence in Low-Dose Computed Tomography Screening of the Chest: Past, Present, and Future.	10.1097/RTI.0000000000000854	Journal of thoracic imaging	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
33240975	DeepLN: an artificial intelligence-based automated system for lung cancer screening.	10.21037/atm-20-4461	Annals of translational medicine	2020	lung	LDCT	screening	True		0.9
41097693	Artificial Intelligence-Enhanced Liquid Biopsy and Radiomics in Early-Stage Lung Cancer Detection: A Precision Oncology Paradigm.	10.3390/cancers17193165	Cancers	2025	lung	LDCT	diagnosis	True		1.0
37689528	Machine Learning Study of SNPs in Noncoding Regions to Predict Non-small Cell Lung Cancer Susceptibility.	10.1016/j.clon.2023.08.010	Clinical oncology (Royal College of Radiologists (Great Britain))	2023	lung	LDCT	screening	True		0.7
39913511	Lung cancer screening in India: Preparing for the future using smart tools & biomarkers to identify highest risk individuals.	10.25259/ijmr_118_24	The Indian journal of medical research	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41419702	Harnessing Native-Resolution 2D Embeddings for Lung Cancer Classification: A Feasibility Study with the RAD-DINO Self-supervised Foundation Model.	10.1007/s10278-025-01748-4	Journal of imaging informatics in medicine	2025	lung	LDCT	screening	True		0.7
41227214	Early Detection of Lung Cancer: A Review of Innovative Milestones and Techniques.	10.3390/jcm14217812	Journal of clinical medicine	2025	lung	LDCT	screening	True		1.0
30666803	18F-fluorodeoxyglucose positron emission tomography/computed tomography in the evaluation of clinically node-negative non-small cell lung cancer.	10.1111/1759-7714.12978	Thoracic cancer	2019	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bliterature review\b'	0.0
38132274	Impact of Voxel Normalization on a Machine Learning-Based Method: A Study on Pulmonary Nodule Malignancy Diagnosis Using Low-Dose Computed Tomography (LDCT).	10.3390/diagnostics13243690	Diagnostics (Basel, Switzerland)	2023	lung	LDCT	screening	True		0.7
32670710	The Future of Concurrent Automated Coronary Artery Calcium Scoring on Screening Low-Dose Computed Tomography.	10.7759/cureus.8574	Cureus	2020	lung	LDCT	screening	True		0.9
35040678	Time to Scrutinize and Revise the Fine Print of Lung Cancer Screening Using Low-Dose CT: Seeking Greater Confidence in Cancer Detectability.	10.1148/radiol.213084	Radiology	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34164285	Artificial intelligence for detection and characterization of pulmonary nodules in lung cancer CT screening: ready for practice?	10.21037/tlcr-2020-lcs-06	Translational lung cancer research	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
35123156	Outstanding negative prediction performance of solid pulmonary nodule volume AI for ultra-LDCT baseline lung cancer screening risk stratification.	10.1016/j.lungcan.2022.01.002	Lung cancer (Amsterdam, Netherlands)	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
35699582	Deep Learning to Optimize Candidate Selection for Lung Cancer CT Screening: Advancing the 2021 USPSTF Recommendations.	10.1148/radiol.212877	Radiology	2022	lung	LDCT	screening	True		0.9
40831733	A multivariate cell-based liquid biopsy for lung nodule risk stratification: Analytical validation and early clinical evaluation.	10.1016/j.jlb.2025.100313	The journal of liquid biopsy	2025	lung	LDCT	screening	True		0.95
40213646	Early-stage lung cancer detection via thin-section low-dose CT reconstruction combined with AI in non-high risk populations: a large-scale real-world retrospective cohort study.	10.1093/pcmedi/pbaf007	Precision clinical medicine	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37489991	AI Body Composition in Lung Cancer Screening: Added Value Beyond Lung Cancer Detection.	10.1148/radiol.222937	Radiology	2023	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\beditorial\b'	0.0
36600392	Lung CAncer SCreening in French women using low-dose CT and Artificial intelligence for DEtection: the CASCADE study protocol.	10.1136/bmjopen-2022-067263	BMJ open	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
31380775	Learning to Quantify Emphysema Extent: What Labels Do We Need?	10.1109/JBHI.2019.2932145	IEEE journal of biomedical and health informatics	2020	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36854875	Pulmonary emphysema and coronary artery calcifications at baseline LDCT and long-term mortality in smokers and former smokers of the ITALUNG screening trial.	10.1007/s00330-023-09504-4	European radiology	2023	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39934138	Medical multimodal multitask foundation model for lung cancer screening.	10.1038/s41467-025-56822-w	Nature communications	2025	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bstate.of.the.art\b'	0.0
33252175	The promises and challenges of early non-small cell lung cancer detection: patient perceptions, low-dose CT screening, bronchoscopy and biomarkers.	10.1002/1878-0261.12864	Molecular oncology	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39267479	The Azygos Esophageal Recess Is Not to Be Missed in Screening Lung Cancer With LDCT.	10.1097/RTI.0000000000000813	Journal of thoracic imaging	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41775478	Performance validation of an artificial intelligence-assisted chest radiograph algorithm for incidental pulmonary nodule detection in Malaysian healthcare facilities: a multicentre cross-sectional study protocol.	10.1136/bmjopen-2025-103331	BMJ open	2026	lung	LDCT	screening	True		0.7
35182291	AI-Driven Model for Automatic Emphysema Detection in Low-Dose Computed Tomography Using Disease-Specific Augmentation.	10.1007/s10278-022-00599-7	Journal of digital imaging	2022	lung	LDCT	screening	True		0.9
38988991	Pulmonary nodule detection in low dose computed tomography using a medical-to-medical transfer learning approach.	10.1117/1.JMI.11.4.044502	Journal of medical imaging (Bellingham, Wash.)	2024	lung	LDCT	screening	True		0.7
40001094	The feasibility and cost-effectiveness of implementing mobile low-dose computed tomography with an AI-based diagnostic system in underserved populations.	10.1186/s12885-025-13710-2	BMC cancer	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39697091	Cost-effectiveness of a machine learning risk prediction model (LungFlag) in the selection of high-risk individuals for non-small cell lung cancer screening in Spain.	10.1080/13696998.2024.2444781	Journal of medical economics	2025	lung	LDCT	screening	True		0.7
36672655	Artificial Intelligence Assisted Computational Tomographic Detection of Lung Nodules for Prognostic Cancer Examination: A Large-Scale Clinical Trial.	10.3390/biomedicines11010147	Biomedicines	2023	lung	LDCT	screening	True		0.7
35311112	A Classifier for Improving Early Lung Cancer Diagnosis Incorporating Artificial Intelligence and Liquid Biopsy.	10.3389/fonc.2022.853801	Frontiers in oncology	2022	lung	LDCT	screening	True		0.95
41651571	A Game-Changing 20 Years: Progress and Future Directions in Lung Cancer Screening.	10.1016/j.jtho.2025.11.017	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36681685	Evaluation of emphysema on thoracic low-dose CTs through attention-based multiple instance deep learning.	10.1038/s41598-023-27549-9	Scientific reports	2023	lung	LDCT	screening	True		1.0
31102064	"Investigation of Low-Dose CT Lung Cancer Screening Scan ""Over-Range"" Issue Using Machine Learning Methods."	10.1007/s10278-019-00233-z	Journal of digital imaging	2019	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37903855	Role of sex in lung cancer risk prediction based on single low-dose chest computed tomography.	10.1038/s41598-023-45671-6	Scientific reports	2023	lung	LDCT	screening	True		0.7
41778236	Genetically Optimized Modular Neural Networks for Precision Lung Cancer Diagnosis: Exploratory Study of Novel Approach.	10.21873/cdp.10519	Cancer diagnosis & prognosis	2026	lung	LDCT	screening	True		1.0
33895622	Towards radiologist-level cancer risk assessment in CT lung screening using deep learning.	10.1016/j.compmedimag.2021.101883	Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society	2021	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bstate.of.the.art\b'	0.0
36601453	Airway Detection in COPD at Low-Dose CT Using Deep Learning and Multiparametric Freeze and Grow.	10.1148/ryct.210311	Radiology. Cardiothoracic imaging	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
29789994	Performance Evaluation of a Semi-automated Method for [18F]FDG Uptake in Abdominal Visceral Adipose Tissue.	10.1007/s11307-018-1211-1	Molecular imaging and biology	2019	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40049569	Comparing Artificial Intelligence and Traditional Regression Models in Lung Cancer Risk Prediction Using A Systematic Review and Meta-Analysis.	10.1016/j.jacr.2025.02.042	Journal of the American College of Radiology : JACR	2025	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
39437009	Significance of Image Reconstruction Parameters for Future Lung Cancer Risk Prediction Using Low-Dose Chest Computed Tomography and the Open-Access Sybil Algorithm.	10.1097/RLI.0000000000001131	Investigative radiology	2025	lung	LDCT	screening	True		1.0
39709114	Prospective Evaluation of Lung Cancer Screening Eligibility Criteria and Lung Cancer Detection in the Yorkshire Lung Screening Trial.	10.1016/j.jtho.2024.12.016	Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40022837	Action plan for an international imaging framework for implementation of global low-dose CT screening for lung cancer.	10.1016/j.ejca.2025.115323	European journal of cancer (Oxford, England : 1990)	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39481281	Lung nodule classification using radiomics model trained on degraded SDCT images.	10.1016/j.cmpb.2024.108474	Computer methods and programs in biomedicine	2024	lung	LDCT	screening	True		0.7
36681813	Detection of early-stage lung cancer in sputum using automated flow cytometry and machine learning.	10.1186/s12931-023-02327-3	Respiratory research	2023	lung	LDCT	screening	True		0.7
41234819	Advances and challenges in circulating tumor DNA-based early detection of lung cancer.	10.21037/tcr-2025-1332	Translational cancer research	2025	lung	cfDNA_methylation	screening	True		1.0
41872344	Negligible impact of perifissural nodules in an AI-first reader workflow from UK lung screening trial.	10.1007/s00330-026-12444-4	European radiology	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36719495	Automatic segmentation and radiomic texture analysis for osteoporosis screening using chest low-dose computed tomography.	10.1007/s00330-023-09421-6	European radiology	2023	lung	LDCT	screening	True		0.7
34969636	Deep learning model to quantify left atrium volume on routine non-contrast chest CT and predict adverse outcomes.	10.1016/j.jcct.2021.12.005	Journal of cardiovascular computed tomography	2022	lung	LDCT	screening	True		0.9
40121609	Construction and validation of a risk stratification model based on Lung-RADS® v2022 and CT features for predicting the invasive pure ground-glass pulmonary nodules in China.	10.1186/s13244-025-01937-3	Insights into imaging	2025	lung	LDCT	screening	True		0.9
40236262	Model-Based Cost-Utility Analysis of Combined Low-Dose Computed Tomography Screening for Lung Cancer, Chronic Obstructive Pulmonary Disease, and Cardiovascular Disease.	10.1016/j.jtocrr.2025.100813	JTO clinical and research reports	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39409894	Vascular Biomarkers for Pulmonary Nodule Malignancy: Arteries vs. Veins.	10.3390/cancers16193274	Cancers	2024	lung	LDCT	screening	True		0.7
34017001	Deep learning predicts cardiovascular disease risks from lung cancer screening low dose computed tomography.	10.1038/s41467-021-23235-4	Nature communications	2021	lung	LDCT	screening	True		0.9
31781779	A practical and adaptive approach to lung cancer screening: a review of international evidence and position on CT lung cancer screening in the Singaporean population by the College of Radiologists Singapore.	10.11622/smedj.2019145	Singapore medical journal	2019	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\breview article\b'	0.0
34502160	Machine Learning-Based Radiomics Signatures for EGFR and KRAS Mutations Prediction in Non-Small-Cell Lung Cancer.	10.3390/ijms22179254	International journal of molecular sciences	2021	lung	LDCT	diagnosis	True		0.6
33708918	Automatic segmentation of pulmonary lobes on low-dose computed tomography using deep learning.	10.21037/atm-20-5060	Annals of translational medicine	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38380456	An Unusual Etiology of Fluorodeoxyglucose Avid Intrathoracic Lymph Nodes.	10.14712/23362936.2024.8	Prague medical report	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39088983	Detecting pulmonary malignancy against benign nodules using noninvasive cell-free DNA fragmentomics assay.	10.1016/j.esmoop.2024.103595	ESMO open	2024	lung	LDCT	screening	True		0.7
38530135	Lung CT harmonization of paired reconstruction kernel images using generative adversarial networks.	10.1002/mp.17028	Medical physics	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34157399	Estimating heterogeneous survival treatment effects of lung cancer screening approaches: A causal machine learning analysis.	10.1016/j.annepidem.2021.06.008	Annals of epidemiology	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
41430273	Dynamic screening initiation using 16 plasma protein biomarkers with polygenic risk and PLCOm2012: a precision prevention framework for lung cancer.	10.1186/s12967-025-07468-1	Journal of translational medicine	2025	lung	LDCT	screening	True		1.0
39754864	Feasibility of AI as first reader in the 4-IN-THE-LUNG-RUN lung cancer screening trial: impact on negative-misclassifications and clinical referral rate.	10.1016/j.ejca.2024.115214	European journal of cancer (Oxford, England : 1990)	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40564882	Precision Medicine in Lung Cancer Screening: A Paradigm Shift in Early Detection-Precision Screening for Lung Cancer.	10.3390/diagnostics15121562	Diagnostics (Basel, Switzerland)	2025	lung	LDCT	screening	True		0.7
41263660	Opportunistic Lung Cancer Screening during Coronary Artery Calcium Scoring and CT Angiography.	10.1148/ryct.250086	Radiology. Cardiothoracic imaging	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40848139	ESR Essentials: lung cancer screening with low-dose CT-practice recommendations by the European Society of Thoracic Imaging.	10.1007/s00330-025-11910-9	European radiology	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40988421	Incidental Cardiovascular Findings in Lung Cancer Screening and Noncontrast Chest Computed Tomography.	10.1097/RTI.0000000000000853	Journal of thoracic imaging	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40593169	Aggressiveness-guided nodule management for lung cancer screening in Europe-justification for follow-up intervals and definition of growth.	10.1007/s00330-025-11647-5	European radiology	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36929398	Recalibration of a Deep Learning Model for Low-Dose Computed Tomographic Images to Inform Lung Cancer Screening Intervals.	10.1001/jamanetworkopen.2023.3273	JAMA network open	2023	lung	LDCT	screening	True		1.0
38436233	Telemedicine-Enhanced Lung Cancer Screening Using Mobile Computed Tomography Unit with Remote Artificial Intelligence Assistance in Underserved Communities: Initial Results of a Population Cohort Study in Western China.	10.1089/tmj.2023.0648	Telemedicine journal and e-health : the official journal of the American Telemedicine Association	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37263180	China lung cancer screening (CLUS) version 2.0 with new techniques implemented: Artificial intelligence, circulating molecular biomarkers and autofluorescence bronchoscopy.	10.1016/j.lungcan.2023.107262	Lung cancer (Amsterdam, Netherlands)	2023	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37019699	A Novel Artificial Intelligence Based Denoising Method for Ultra-Low Dose CT Used for Lung Cancer Screening.	10.1016/j.acra.2023.02.019	Academic radiology	2023	lung	LDCT	screening	True		0.9
41591250	CT Screening Challenges Amid Rising Threat of Lung Cancer in Individuals Who Have Never Smoked.	10.1148/radiol.251305	Radiology	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36292249	The Value of Deep Learning Image Reconstruction in Improving the Quality of Low-Dose Chest CT Images.	10.3390/diagnostics12102560	Diagnostics (Basel, Switzerland)	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
40600041	A blood test-based machine learning model for predicting lung cancer risk.	10.3389/fmed.2025.1577451	Frontiers in medicine	2025	lung	LDCT	screening	True		0.7
31005338	Clinical practice patterns in laryngeal cancer and introduction of CT lung screening.	10.1016/j.amjoto.2019.04.010	American journal of otolaryngology	2019	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34528761	Evaluating the clinical trends and benefits of low-dose computed tomography in lung cancer patients.	10.1002/cam4.4229	Cancer medicine	2021	lung	LDCT	screening	True		0.8
35131147	Development of Deep Learning-based Automatic Scan Range Setting Model for Lung Cancer Screening Low-dose CT Imaging.	10.1016/j.acra.2021.12.001	Academic radiology	2022	lung	LDCT	screening	True		1.0
37990399	A Highly Sensitive and Specific Non-Invasive Test through Genome-Wide 5-Hydroxymethylation Mapping for Early Detection of Lung Cancer.	10.1002/smtd.202300747	Small methods	2024	lung	cfDNA_methylation	screening	True		1.0
37192186	Fully automated calcium scoring predicts all-cause mortality at 12 years in the MILD lung cancer screening trial.	10.1371/journal.pone.0285593	PloS one	2023	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
33658025	Automated detection of lung nodules and coronary artery calcium using artificial intelligence on low-dose CT scans for lung cancer screening: accuracy and prognostic value.	10.1186/s12916-021-01928-3	BMC medicine	2021	lung	LDCT	screening	True		1.0
34573951	A Low-Dose CT-Based Radiomic Model to Improve Characterization and Screening Recall Intervals of Indeterminate Prevalent Pulmonary Nodules.	10.3390/diagnostics11091610	Diagnostics (Basel, Switzerland)	2021	lung	LDCT	screening	True		0.7
36438275	Investigation of small lung lesion detection for lung cancer screening in low dose FDG PET imaging by deep neural networks.	10.3389/fpubh.2022.1047714	Frontiers in public health	2022	lung	LDCT	screening	True		0.9
40334182	Broadening the Net: Overcoming Challenges and Embracing Novel Technologies in Lung Cancer Screening.	10.1200/EDBK-25-473778	American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting	2025	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38287751	The potential role of artificial intelligence-assisted chest X-ray imaging in detecting early-stage lung cancer in the community-a proposed algorithm for lung cancer screening in Malaysia.		The Medical journal of Malaysia	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
39530659	A systematic review on feature extraction methods and deep learning models for detection of cancerous lung nodules at an early stage -the recent trends and challenges.	10.1088/2057-1976/ad9154	Biomedical physics & engineering express	2024	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
31926387	Effects of simulated dose variation on contrast-enhanced CT-based radiomic analysis for Non-Small Cell Lung Cancer.	10.1016/j.ejrad.2019.108804	European journal of radiology	2020	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37248730	Benign-malignant classification of pulmonary nodules by low-dose spiral computerized tomography and clinical data with machine learning in opportunistic screening.	10.1002/cam4.5886	Cancer medicine	2023	other	LDCT	screening	True		0.4
32788705	Development and clinical application of deep learning model for lung nodules screening on CT images.	10.1038/s41598-020-70629-3	Scientific reports	2020	lung	LDCT	screening	True		0.9
38593627	Absolute ground truth-based validation of computer-aided nodule detection and volumetry in low-dose CT imaging.	10.1016/j.ejmp.2024.103344	Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB)	2024	other	LDCT	diagnosis	False	No cancer mention	0.0
30443438	Predicting Nodule Malignancy using a CNN Ensemble Approach.	10.1109/IJCNN.2018.8489345	Proceedings of ... International Joint Conference on Neural Networks. International Joint Conference on Neural Networks	2018	lung	LDCT	screening	True		0.9
33816155	Artificial intelligence-based vessel suppression for detection of sub-solid nodules in lung cancer screening computed tomography.	10.21037/qims-20-630	Quantitative imaging in medicine and surgery	2021	lung	LDCT	screening	True		0.7
38589197	Multimodal modeling with low-dose CT and clinical information for diagnostic artificial intelligence on mediastinal tumors: a preliminary study.	10.1136/bmjresp-2023-002249	BMJ open respiratory research	2024	lung	LDCT	screening	True		1.0
41319449	AI performance for nodule volume doubling time in the follow-up of the UKLS lung cancer screening study compared to expert consensus and histological validation.	10.1016/j.ejca.2025.116137	European journal of cancer (Oxford, England : 1990)	2026	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
32072260	Automatic opportunistic osteoporosis screening using low-dose chest computed tomography scans obtained for lung cancer screening.	10.1007/s00330-020-06679-y	European radiology	2020	lung	LDCT	screening	True		0.9
38658287	Demographics and socioeconomic determinants of health predict continued participation in a CT lung cancer screening program.	10.1067/j.cpradiol.2024.04.004	Current problems in diagnostic radiology	2024	lung	LDCT	screening	True		0.9
31185463	Deep learning-enabled accurate normalization of reconstruction kernel effects on emphysema quantification in low-dose CT.	10.1088/1361-6560/ab28a1	Physics in medicine and biology	2019	lung	LDCT	screening	True		0.9
36174098	Development of deep learning-assisted overscan decision algorithm in low-dose chest CT: Application to lung cancer screening in Korean National CT accreditation program.	10.1371/journal.pone.0275531	PloS one	2022	lung	LDCT	screening	True		0.9
41559098	Cost-effectiveness of lung cancer screening: insights from risk stratification, guidelines, and emerging technologies-a systematic review.	10.1038/s41533-026-00482-w	NPJ primary care respiratory medicine	2026	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bsystematic review\b'	0.0
35484439	Using Occlusion-Based Saliency Maps to Explain an Artificial Intelligence Tool in Lung Cancer Screening: Agreement Between Radiologists, Labels, and Visual Prompts.	10.1007/s10278-022-00631-w	Journal of digital imaging	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
32831492	Appraisal of Deep-Learning Techniques on Computer-Aided Lung Cancer Diagnosis with Computed Tomography Screening.	10.4103/jmp.JMP_101_19	Journal of medical physics	2020	lung	LDCT	screening	True		0.9
38752718	Leveraging Serial Low-Dose CT Scans in Radiomics-based Reinforcement Learning to Improve Early Diagnosis of Lung Cancer at Baseline Screening.	10.1148/ryct.230196	Radiology. Cardiothoracic imaging	2024	lung	LDCT	screening	True		0.7
36291800	Measurement Accuracy and Repeatability of RECIST-Defined Pulmonary Lesions and Lymph Nodes in Ultra-Low-Dose CT Based on Deep Learning Image Reconstruction.	10.3390/cancers14205016	Cancers	2022	lung	LDCT	screening	True		0.9
36701900	OWL: an optimized and independently validated machine learning prediction model for lung cancer screening based on the UK Biobank, PLCO, and NLST populations.	10.1016/j.ebiom.2023.104443	EBioMedicine	2023	lung	LDCT	screening	True		0.7
37642722	Combining radiomics and deep learning features of intra-tumoral and peri-tumoral regions for the classification of breast cancer lung metastasis and primary lung cancer with low-dose CT.	10.1007/s00432-023-05329-2	Journal of cancer research and clinical oncology	2023	lung	LDCT	multimodal_fusion	True		1.0
34871936	Performance of a deep learning-based lung nodule detection system as an alternative reader in a Chinese lung cancer screening program.	10.1016/j.ejrad.2021.110068	European journal of radiology	2022	lung	LDCT	screening	True		0.9
29739328	A novel ultrafast-low-dose computed tomography protocol allows concomitant coronary artery evaluation and lung cancer screening.	10.1186/s12872-018-0830-4	BMC cardiovascular disorders	2018	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
34870218	Deep Learning for Lung Cancer Detection on Screening CT Scans: Results of a Large-Scale Public Competition and an Observer Study with 11 Radiologists.	10.1148/ryai.2021210027	Radiology. Artificial intelligence	2021	lung	LDCT	screening	True		0.9
32571221	Utility of FDG PET/CT for assessment of lung nodules identified during low dose computed tomography screening.	10.1186/s12880-020-00469-0	BMC medical imaging	2020	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
37969955	A novel multimodal prediction model based on DNA methylation biomarkers and low-dose computed tomography images for identifying early-stage lung cancer.	10.21147/j.issn.1000-9604.2023.05.08	Chinese journal of cancer research = Chung-kuo yen cheng yen chiu	2023	lung	LDCT	diagnosis	True		1.0
40232605	Automated pulmonary nodule classification from low-dose CT images using ERBNet: an ensemble learning approach.	10.1007/s11517-025-03358-2	Medical & biological engineering & computing	2025	other	LDCT	diagnosis	False	No cancer mention	0.0
39958220	Deep learning-based lung cancer risk assessment using chest computed tomography images without pulmonary nodules ≥8 mm.	10.21037/tlcr-24-882	Translational lung cancer research	2025	lung	LDCT	screening	True		0.9
34530212	A segmentation tool for pulmonary nodules in lung cancer screening: Testing and clinical usage.	10.1016/j.ejmp.2021.08.011	Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB)	2021	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
36620580	Knowledge mapping visualization of the pulmonary ground-glass opacity published in the web of science.	10.3389/fonc.2022.1075350	Frontiers in oncology	2022	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38214839	Computer-aided diagnosis of distal metastasis in non-small cell lung cancer by low-dose CT based radiomics and deep learning signatures.	10.1007/s11547-024-01770-6	La Radiologia medica	2024	lung	LDCT	screening	True		0.9
31675322	A 3D Probabilistic Deep Learning System for Detection and Diagnosis of Lung Cancer Using Low-Dose CT Scans.	10.1109/TMI.2019.2947595	IEEE transactions on medical imaging	2020	lung	LDCT	screening	False	Review/meta-analysis/editorial: matched '\bstate.of.the.art\b'	0.0
38447024	Coronary Artery Calcification on Low-Dose Lung Cancer Screening CT in South Korea: Visual and Artificial Intelligence-Based Assessment and Association With Cardiovascular Events.	10.2214/AJR.24.30852	AJR. American journal of roentgenology	2024	lung	LDCT	screening	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
38720391	Impact of deep learning image reconstruction on volumetric accuracy and image quality of pulmonary nodules with different morphologies in low-dose CT.	10.1186/s40644-024-00703-w	Cancer imaging : the official publication of the International Cancer Imaging Society	2024	lung	LDCT	screening	True		0.9
41598306	Low-Dose CT Quality Assurance at Scale: Automated Detection of Overscanning, Underscanning, and Image Noise.	10.3390/life16010152	Life (Basel, Switzerland)	2026	other	LDCT	screening	False	No cancer mention	0.0
39810799	Economic Evaluation of a Novel Lung Cancer Diagnostic in a Population of Patients with a Positive Low-Dose Computed Tomography Result.	10.36469/001c.121512	Journal of health economics and outcomes research	2024	lung	LDCT	diagnosis	False	No performance metrics (AUC/sensitivity/specificity) reported	0.0
33482120	Development and Cost Analysis of a Lung Nodule Management Strategy Combining Artificial Intelligence and Lung-RADS for Baseline Lung Cancer Screening.	10.1016/j.jacr.2020.11.014	Journal of the American College of Radiology : JACR	2021	lung	LDCT	screening	True		0.7
